Plot Title: EagleRiverWtrLvl												
#	"Date Time, GMT-08:00"	"Abs Pres, psi (LGR S/N: 9939973, SEN S/N: 9939973)"	"Temp, °F (LGR S/N: 9939973, SEN S/N: 9939973)"	Ave Temp	"Abs Pres Barom., psi (LGR S/N: 9939974, SEN S/N: 9939974)"	"Sensor Depth, feet (LGR S/N: 9939973)"	Ave Depth	Coupler Detached (LGR S/N: 9939973)	Coupler Attached (LGR S/N: 9939973)	Host Connected (LGR S/N: 9939973)	Stopped (LGR S/N: 9939973)	End Of File (LGR S/N: 9939973)
2968	8/22/2014 9:45	15.603	43.8		14.7905	1.87						
2969	8/22/2014 10:00	15.603	43.8		14.7888	1.88						
2970	8/22/2014 10:15	15.5952	43.8		14.7872	1.86						
2971	8/22/2014 10:30	15.5874	43.8		14.788	1.84						
2972	8/22/2014 10:45	15.5717	43.6		14.7883	1.81						
2973	8/22/2014 11:00	15.5795	43.6		14.7886	1.82						
2974	8/22/2014 11:15	15.5821	43.8		14.7902	1.83						
2975	8/22/2014 11:30	15.5665	43.8		14.7899	1.79						
2976	8/22/2014 11:45	15.5692	44.0		14.7912	1.80						
2977	8/22/2014 12:00	15.5562	44.0		14.7891	1.77						
2978	8/22/2014 12:15	15.5589	44.2		14.7905	1.77						
2979	8/22/2014 12:30	15.538	44.2		14.7934	1.72						
2980	8/22/2014 12:45	15.5589	44.4		14.792	1.77						
2981	8/22/2014 13:00	15.5357	44.6		14.7943	1.71						
2982	8/22/2014 13:15	15.5383	44.6		14.7925	1.72						
2983	8/22/2014 13:30	15.5279	44.7		14.7912	1.70						
2984	8/22/2014 13:45	15.5279	44.7		14.7889	1.71						
2985	8/22/2014 14:00	15.5306	44.9		14.7901	1.71						
2986	8/22/2014 14:15	15.5151	45.1		14.7883	1.68						
2987	8/22/2014 14:30	15.4996	45.3		14.7889	1.64						
2988	8/22/2014 14:45	15.5048	45.5		14.7895	1.65						
2989	8/22/2014 15:00	15.505	45.6		14.7865	1.66						
2990	8/22/2014 15:15	15.4997	45.6		14.7876	1.64						
2991	8/22/2014 15:30	15.4841	45.6		14.7847	1.61						
2992	8/22/2014 15:45	15.4893	45.6		14.7844	1.63						
2993	8/22/2014 16:00	15.4816	45.6		14.7834	1.61						
2994	8/22/2014 16:15	15.4712	45.6		14.782	1.59						
2995	8/22/2014 16:30	15.4712	45.8		14.7807	1.59						
2996	8/22/2014 16:45	15.4687	46.0		14.7807	1.59						
2997	8/22/2014 17:00	15.4532	46.2		14.7801	1.55						
2998	8/22/2014 17:15	15.4586	46.4		14.7825	1.56						
2999	8/22/2014 17:30	15.4404	46.5		14.7785	1.53						
3000	8/22/2014 17:45	15.4587	46.7		14.7802	1.57						
3001	8/22/2014 18:00	15.4432	47.1		14.7815	1.53						
3002	8/22/2014 18:15	15.4355	47.3		14.7827	1.51						
3003	8/22/2014 18:30	15.4459	47.3		14.7812	1.53						
3004	8/22/2014 18:45	15.4433	47.3		14.7818	1.53						
3005	8/22/2014 19:00	15.4406	47.1		14.7809	1.52						
3006	8/22/2014 19:15	15.4458	47.1		14.7809	1.53						
3007	8/22/2014 19:30	15.4432	47.1		14.7786	1.53						
3008	8/22/2014 19:45	15.438	47.1		14.7775	1.52						
3009	8/22/2014 20:00	15.4484	47.1		14.7799	1.54						
3010	8/22/2014 20:15	15.438	47.1		14.778	1.52						
3011	8/22/2014 20:30	15.4277	47.1		14.7751	1.51						
3012	8/22/2014 20:45	15.4458	47.1		14.777	1.54						
3013	8/22/2014 21:00	15.4458	46.9		14.7775	1.54						
3014	8/22/2014 21:15	15.451	46.9		14.7785	1.55						
3015	8/22/2014 21:30	15.4456	46.7		14.7801	1.54						
3016	8/22/2014 21:45	15.4535	46.7		14.7846	1.54						
3017	8/22/2014 22:00	15.4561	46.7		14.7831	1.55						
3018	8/22/2014 22:15	15.4665	46.9		14.7862	1.57						
3019	8/22/2014 22:30	15.4822	46.9		14.787	1.60						
3020	8/22/2014 22:45	15.4693	47.1		14.7904	1.57						
3021	8/22/2014 23:00	15.4771	47.1		14.7918	1.58						
3022	8/22/2014 23:15	15.4771	47.3		14.793	1.58						
3023	8/22/2014 23:30	15.4954	47.3		14.7943	1.62						
3024	8/22/2014 23:45	15.5006	47.4		14.7978	1.62						
3025	8/23/2014 0:00	15.5032	47.4	44.8	14.7972	1.63	1.60					
3026	8/23/2014 0:15	15.5189	47.4		14.7944	1.67						
3027	8/23/2014 0:30	15.5189	47.4		14.7979	1.66						
3028	8/23/2014 0:45	15.5293	47.4		14.7994	1.68						
3029	8/23/2014 1:00	15.5372	47.4		14.803	1.69						
3030	8/23/2014 1:15	15.5449	47.4		14.8024	1.71						
3031	8/23/2014 1:30	15.5475	47.3		14.8041	1.72						
3032	8/23/2014 1:45	15.5527	47.3		14.8036	1.73						
3033	8/23/2014 2:00	15.563	47.1		14.8073	1.74						
3034	8/23/2014 2:15	15.5656	47.1		14.8072	1.75						
3035	8/23/2014 2:30	15.5811	47.1		14.8089	1.78						
3036	8/23/2014 2:45	15.5733	46.9		14.8107	1.76						
3037	8/23/2014 3:00	15.5759	46.9		14.8121	1.76						
3038	8/23/2014 3:15	15.5784	46.7		14.8118	1.77						
3039	8/23/2014 3:30	15.5862	46.7		14.8114	1.79						
3040	8/23/2014 3:45	15.5991	46.5		14.8111	1.82						
3041	8/23/2014 4:00	15.5911	46.4		14.8128	1.80						
3042	8/23/2014 4:15	15.5911	46.2		14.8105	1.80						
3043	8/23/2014 4:30	15.5831	45.8		14.8099	1.78						
3044	8/23/2014 4:45	15.5882	45.6		14.8056	1.81						
3045	8/23/2014 5:00	15.5881	45.5		14.8031	1.81						
3046	8/23/2014 5:15	15.5933	45.3		14.8028	1.82						
3047	8/23/2014 5:30	15.5853	44.9		14.8023	1.81						
3048	8/23/2014 5:45	15.5852	44.7		14.7997	1.81						
3049	8/23/2014 6:00	15.5903	44.6		14.7992	1.83						
3050	8/23/2014 6:15	15.585	44.4		14.803	1.80						
3051	8/23/2014 6:30	15.5953	44.2		14.8027	1.83						
3052	8/23/2014 6:45	15.5823	44.0		14.8004	1.80						
3053	8/23/2014 7:00	15.5717	43.8		14.8024	1.78						
3054	8/23/2014 7:15	15.5846	43.6		14.8027	1.80						
3055	8/23/2014 7:30	15.5742	43.5		14.7989	1.79						
3056	8/23/2014 7:45	15.5689	43.3		14.7997	1.78						
3057	8/23/2014 8:00	15.5688	43.1		14.7991	1.78						
3058	8/23/2014 8:15	15.5557	42.9		14.8004	1.74						
3059	8/23/2014 8:30	15.5582	42.7		14.7976	1.75						
3060	8/23/2014 8:45	15.5504	42.7		14.797	1.74						
3061	8/23/2014 9:00	15.5451	42.5		14.794	1.73						
3062	8/23/2014 9:15	15.5373	42.5		14.7909	1.72						
3063	8/23/2014 9:30	15.5373	42.5		14.7863	1.73						
3064	8/23/2014 9:45	15.5243	42.4		14.7856	1.70						
3065	8/23/2014 10:00	15.5112	42.4		14.7834	1.68						
3066	8/23/2014 10:15	15.506	42.4		14.7833	1.67						
3067	8/23/2014 10:30	15.4957	42.4		14.7847	1.64						
3068	8/23/2014 10:45	15.4983	42.5		14.7837	1.65						
3069	8/23/2014 11:00	15.4905	42.5		14.7825	1.63						
3070	8/23/2014 11:15	15.4931	42.5		14.7811	1.64						
3071	8/23/2014 11:30	15.4776	42.7		14.7798	1.61						
3072	8/23/2014 11:45	15.4723	42.7		14.7746	1.61						
3073	8/23/2014 12:00	15.4699	42.9		14.7759	1.60						
3074	8/23/2014 12:15	15.4648	43.1		14.7747	1.59						
3075	8/23/2014 12:30	15.4544	43.1		14.7733	1.57						
3076	8/23/2014 12:45	15.4467	43.3		14.7701	1.56						
3077	8/23/2014 13:00	15.4414	43.3		14.769	1.55						
3078	8/23/2014 13:15	15.4441	43.5		14.7685	1.56						
3079	8/23/2014 13:30	15.4338	43.6		14.7634	1.55						
3080	8/23/2014 13:45	15.4233	43.6		14.7622	1.53						
3081	8/23/2014 14:00	15.4235	43.8		14.7573	1.54						
3082	8/23/2014 14:15	15.4001	43.8		14.7541	1.49						
3083	8/23/2014 14:30	15.4132	44.0		14.7528	1.52						
3084	8/23/2014 14:45	15.3975	44.0		14.7516	1.49						
3085	8/23/2014 15:00	15.3924	44.2		14.7482	1.49						
3086	8/23/2014 15:15	15.3872	44.2		14.7519	1.47						
3087	8/23/2014 15:30	15.3898	44.2		14.7479	1.48						
3088	8/23/2014 15:45	15.3873	44.4		14.7482	1.48						
3089	8/23/2014 16:00	15.3795	44.4		14.7458	1.46						
3090	8/23/2014 16:15	15.3795	44.6		14.7432	1.47						
3091	8/23/2014 16:30	15.3718	44.6		14.7409	1.46						
3092	8/23/2014 16:45	15.3718	44.6		14.7403	1.46						
3093	8/23/2014 17:00	15.364	44.7		14.738	1.44						
3094	8/23/2014 17:15	15.364	44.7		14.7393	1.44						
3095	8/23/2014 17:30	15.3563	44.7		14.7361	1.43						
3096	8/23/2014 17:45	15.3511	44.7		14.7344	1.42						
3097	8/23/2014 18:00	15.3459	44.7		14.7331	1.41						
3098	8/23/2014 18:15	15.3459	44.9		14.7299	1.42						
3099	8/23/2014 18:30	15.3382	44.9		14.7258	1.41						
3100	8/23/2014 18:45	15.3303	44.9		14.7238	1.40						
3101	8/23/2014 19:00	15.3277	45.1		14.7197	1.40						
3102	8/23/2014 19:15	15.3303	45.1		14.7189	1.41						
3103	8/23/2014 19:30	15.3253	45.1		14.7199	1.40						
3104	8/23/2014 19:45	15.3253	45.3		14.7193	1.40						
3105	8/23/2014 20:00	15.3148	45.3		14.7167	1.38						
3106	8/23/2014 20:15	15.3097	45.3		14.7141	1.37						
3107	8/23/2014 20:30	15.3176	45.5		14.7135	1.39						
3108	8/23/2014 20:45	15.3176	45.5		14.7128	1.40						
3109	8/23/2014 21:00	15.3019	45.5		14.7096	1.37						
3110	8/23/2014 21:15	15.3202	45.6		14.7109	1.41						
3111	8/23/2014 21:30	15.3125	45.6		14.708	1.40						
3112	8/23/2014 21:45	15.3151	45.8		14.7054	1.41						
3113	8/23/2014 22:00	15.3203	45.8		14.7068	1.42						
3114	8/23/2014 22:15	15.3125	45.8		14.7026	1.41						
3115	8/23/2014 22:30	15.3231	46.0		14.7023	1.43						
3116	8/23/2014 22:45	15.3179	46.0		14.7	1.43						
3117	8/23/2014 23:00	15.3283	46.2		14.698	1.45						
3118	8/23/2014 23:15	15.3179	46.2		14.6939	1.44						
3119	8/23/2014 23:30	15.3285	46.4		14.6936	1.47						
3120	8/23/2014 23:45	15.3285	46.4		14.693	1.47						
3121	8/24/2014 0:00	15.3258	46.4	45.1	14.6948	1.46	1.64					
3122	8/24/2014 0:15	15.3441	46.5		14.6925	1.50						
3123	8/24/2014 0:30	15.3363	46.5		14.6903	1.49						
3124	8/24/2014 0:45	15.3572	46.7		14.6883	1.54						
3125	8/24/2014 1:00	15.352	46.7		14.6849	1.54						
3126	8/24/2014 1:15	15.352	46.7		14.6849	1.54						
3127	8/24/2014 1:30	15.365	46.7		14.6806	1.58						
3128	8/24/2014 1:45	15.3599	46.9		14.6809	1.57						
3129	8/24/2014 2:00	15.3573	46.9		14.6791	1.57						
3130	8/24/2014 2:15	15.3573	46.9		14.6751	1.57						
3131	8/24/2014 2:30	15.3676	46.9		14.6748	1.60						
3132	8/24/2014 2:45	15.3755	46.7		14.6725	1.62						
3133	8/24/2014 3:00	15.3676	46.7		14.6704	1.61						
3134	8/24/2014 3:15	15.3624	46.7		14.6664	1.61						
3135	8/24/2014 3:30	15.3779	46.5		14.664	1.65						
3136	8/24/2014 3:45	15.3623	46.5		14.6598	1.62						
3137	8/24/2014 4:00	15.3544	46.4		14.6578	1.61						
3138	8/24/2014 4:15	15.3647	46.2		14.6575	1.63						
3139	8/24/2014 4:30	15.3647	46.2		14.6572	1.63						
3140	8/24/2014 4:45	15.3647	46.0		14.6549	1.64						
3141	8/24/2014 5:00	15.3802	45.8		14.6529	1.68						
3142	8/24/2014 5:15	15.367	45.6		14.6508	1.65						
3143	8/24/2014 5:30	15.3592	45.6		14.6485	1.64						
3144	8/24/2014 5:45	15.3592	45.5		14.6445	1.65						
3145	8/24/2014 6:00	15.3747	45.3		14.6442	1.69						
3146	8/24/2014 6:15	15.3538	45.3		14.6445	1.64						
3147	8/24/2014 6:30	15.3434	45.1		14.6384	1.63						
3148	8/24/2014 6:45	15.3563	44.9		14.6343	1.67						
3149	8/24/2014 7:00	15.3354	44.7		14.6308	1.63						
3150	8/24/2014 7:15	15.3406	44.7		14.6295	1.64						
3151	8/24/2014 7:30	15.3224	44.6		14.6281	1.60						
3152	8/24/2014 7:45	15.325	44.6		14.626	1.61						
3153	8/24/2014 8:00	15.3379	44.4		14.626	1.64						
3154	8/24/2014 8:15	15.3327	44.4		14.6255	1.63						
3155	8/24/2014 8:30	15.3327	44.2		14.6214	1.64						
3156	8/24/2014 8:45	15.3248	44.2		14.6194	1.63						
3157	8/24/2014 9:00	15.3248	44.2		14.6169	1.63						
3158	8/24/2014 9:15	15.3116	44.0		14.6166	1.60						
3159	8/24/2014 9:30	15.3221	44.0		14.6166	1.63						
3160	8/24/2014 9:45	15.3142	44.0		14.611	1.62						
3161	8/24/2014 10:00	15.3013	44.0		14.6115	1.59						
3162	8/24/2014 10:15	15.3066	44.0		14.6098	1.61						
3163	8/24/2014 10:30	15.3092	44.0		14.6083	1.62						
3164	8/24/2014 10:45	15.3169	44.0		14.6088	1.63						
3165	8/24/2014 11:00	15.3013	44.0		14.6073	1.60						
3166	8/24/2014 11:15	15.2961	44.0		14.6038	1.60						
3167	8/24/2014 11:30	15.2935	44.0		14.6025	1.59						
3168	8/24/2014 11:45	15.291	44.2		14.5999	1.59						
3169	8/24/2014 12:00	15.2936	44.2		14.5957	1.61						
3170	8/24/2014 12:15	15.2858	44.2		14.5936	1.60						
3171	8/24/2014 12:30	15.278	44.4		14.5888	1.59						
3172	8/24/2014 12:45	15.2755	44.4		14.5859	1.59						
3173	8/24/2014 13:00	15.2781	44.6		14.5799	1.61						
3174	8/24/2014 13:15	15.2755	44.6		14.5802	1.60						
3175	8/24/2014 13:30	15.2807	44.6		14.5744	1.63						
3176	8/24/2014 13:45	15.2783	44.7		14.5741	1.62						
3177	8/24/2014 14:00	15.2678	44.7		14.5719	1.61						
3178	8/24/2014 14:15	15.2861	44.9		14.5711	1.65						
3179	8/24/2014 14:30	15.2731	44.9		14.569	1.62						
3180	8/24/2014 14:45	15.2706	45.1		14.5711	1.61						
3181	8/24/2014 15:00	15.2758	45.1		14.5685	1.63						
3182	8/24/2014 15:15	15.2836	45.1		14.5688	1.65						
3183	8/24/2014 15:30	15.2784	45.1		14.5677	1.64						
3184	8/24/2014 15:45	15.2732	45.1		14.5683	1.63						
3185	8/24/2014 16:00	15.2784	45.1		14.5693	1.64						
3186	8/24/2014 16:15	15.2836	45.1		14.5664	1.66						
3187	8/24/2014 16:30	15.2966	44.9		14.5693	1.68						
3188	8/24/2014 16:45	15.2783	44.9		14.5677	1.64						
3189	8/24/2014 17:00	15.2939	44.9		14.5685	1.67						
3190	8/24/2014 17:15	15.286	44.7		14.5689	1.65						
3191	8/24/2014 17:30	15.299	44.7		14.5676	1.69						
3192	8/24/2014 17:45	15.3042	44.7		14.5644	1.71						
3193	8/24/2014 18:00	15.3016	44.7		14.5637	1.70						
3194	8/24/2014 18:15	15.2938	44.7		14.5611	1.69						
3195	8/24/2014 18:30	15.3068	44.7		14.5587	1.73						
3196	8/24/2014 18:45	15.299	44.7		14.5564	1.71						
3197	8/24/2014 19:00	15.2886	44.7		14.5503	1.70						
3198	8/24/2014 19:15	15.2834	44.7		14.5489	1.69						
3199	8/24/2014 19:30	15.286	44.7		14.5445	1.71						
3200	8/24/2014 19:45	15.2809	44.7		14.5425	1.70						
3201	8/24/2014 20:00	15.2912	44.7		14.5402	1.73						
3202	8/24/2014 20:15	15.2731	44.7		14.5358	1.70						
3203	8/24/2014 20:30	15.2809	44.7		14.5357	1.72						
3204	8/24/2014 20:45	15.2704	44.7		14.5313	1.71						
3205	8/24/2014 21:00	15.2783	44.7		14.5313	1.72						
3206	8/24/2014 21:15	15.2757	44.7		14.5287	1.72						
3207	8/24/2014 21:30	15.2731	44.7		14.5302	1.71						
3208	8/24/2014 21:45	15.2757	44.7		14.5277	1.73						
3209	8/24/2014 22:00	15.2783	44.9		14.5251	1.74						
3210	8/24/2014 22:15	15.2731	44.9		14.5228	1.73						
3211	8/24/2014 22:30	15.2783	44.9		14.5228	1.74						
3212	8/24/2014 22:45	15.2783	44.9		14.5205	1.75						
3213	8/24/2014 23:00	15.2913	44.9		14.5205	1.78						
3214	8/24/2014 23:15	15.2704	44.9		14.5205	1.73						
3215	8/24/2014 23:30	15.2784	45.1		14.5164	1.76						
3216	8/24/2014 23:45	15.2784	45.1		14.5144	1.76						
3217	8/25/2014 0:00	15.2732	45.1	43.7	14.5164	1.75	1.89					
3218	8/25/2014 0:15	15.2784	45.1		14.5132	1.77						
3219	8/25/2014 0:30	15.2863	45.1		14.5149	1.78						
3220	8/25/2014 0:45	15.2913	44.9		14.5167	1.79						
3221	8/25/2014 1:00	15.2887	44.9		14.5144	1.79						
3222	8/25/2014 1:15	15.2757	44.9		14.5144	1.76						
3223	8/25/2014 1:30	15.2966	44.9		14.5122	1.81						
3224	8/25/2014 1:45	15.2913	44.9		14.5122	1.80						
3225	8/25/2014 2:00	15.2913	44.9		14.5122	1.80						
3226	8/25/2014 2:15	15.299	44.7		14.5099	1.82						
3227	8/25/2014 2:30	15.2964	44.7		14.5078	1.82						
3228	8/25/2014 2:45	15.2964	44.6		14.5099	1.81						
3229	8/25/2014 3:00	15.3015	44.6		14.5096	1.83						
3230	8/25/2014 3:15	15.3119	44.4		14.5075	1.86						
3231	8/25/2014 3:30	15.317	44.2		14.5055	1.87						
3232	8/25/2014 3:45	15.3039	44.2		14.5055	1.84						
3233	8/25/2014 4:00	15.3169	44.0		14.5055	1.87						
3234	8/25/2014 4:15	15.3064	43.8		14.5035	1.85						
3235	8/25/2014 4:30	15.3038	43.8		14.5032	1.85						
3236	8/25/2014 4:45	15.3167	43.6		14.5052	1.87						
3237	8/25/2014 5:00	15.3298	43.6		14.5032	1.91						
3238	8/25/2014 5:15	15.3322	43.5		14.5032	1.91						
3239	8/25/2014 5:30	15.3192	43.3		14.5032	1.88						
3240	8/25/2014 5:45	15.3348	43.3		14.5052	1.91						
3241	8/25/2014 6:00	15.314	43.1		14.5052	1.87						
3242	8/25/2014 6:15	15.3269	43.1		14.5052	1.90						
3243	8/25/2014 6:30	15.3243	42.9		14.5073	1.89						
3244	8/25/2014 6:45	15.3243	42.9		14.5052	1.89						
3245	8/25/2014 7:00	15.3241	42.7		14.5052	1.89						
3246	8/25/2014 7:15	15.3267	42.7		14.5052	1.90						
3247	8/25/2014 7:30	15.3163	42.5		14.5052	1.87						
3248	8/25/2014 7:45	15.3267	42.5		14.5055	1.89						
3249	8/25/2014 8:00	15.3215	42.5		14.5042	1.89						
3250	8/25/2014 8:15	15.3215	42.5		14.5048	1.88						
3251	8/25/2014 8:30	15.3189	42.5		14.5068	1.87						
3252	8/25/2014 8:45	15.324	42.4		14.5068	1.89						
3253	8/25/2014 9:00	15.3187	42.4		14.5091	1.87						
3254	8/25/2014 9:15	15.3187	42.4		14.5081	1.87						
3255	8/25/2014 9:30	15.3161	42.4		14.507	1.87						
3256	8/25/2014 9:45	15.324	42.4		14.5074	1.88						
3257	8/25/2014 10:00	15.3135	42.4		14.5094	1.86						
3258	8/25/2014 10:15	15.3214	42.4		14.508	1.88						
3259	8/25/2014 10:30	15.324	42.4		14.5109	1.88						
3260	8/25/2014 10:45	15.3214	42.4		14.5129	1.87						
3261	8/25/2014 11:00	15.3111	42.4		14.5144	1.84						
3262	8/25/2014 11:15	15.3135	42.4		14.5158	1.84						
3263	8/25/2014 11:30	15.3187	42.4		14.5202	1.84						
3264	8/25/2014 11:45	15.3214	42.4		14.5187	1.85						
3265	8/25/2014 12:00	15.3163	42.5		14.519	1.84						
3266	8/25/2014 12:15	15.3135	42.4		14.5207	1.83						
3267	8/25/2014 12:30	15.3215	42.5		14.5215	1.85						
3268	8/25/2014 12:45	15.3189	42.5		14.5219	1.84						
3269	8/25/2014 13:00	15.3293	42.5		14.5229	1.86						
3270	8/25/2014 13:15	15.3345	42.7		14.5218	1.88						
3271	8/25/2014 13:30	15.3215	42.7		14.5251	1.84						
3272	8/25/2014 13:45	15.3347	42.9		14.5263	1.87						
3273	8/25/2014 14:00	15.3347	42.9		14.527	1.86						
3274	8/25/2014 14:15	15.3347	43.1		14.5241	1.87						
3275	8/25/2014 14:30	15.3192	43.3		14.5263	1.83						
3276	8/25/2014 14:45	15.3348	43.5		14.5279	1.86						
3277	8/25/2014 15:00	15.3375	43.5		14.5293	1.86						
3278	8/25/2014 15:15	15.3296	43.5		14.5303	1.84						
3279	8/25/2014 15:30	15.3453	43.6		14.5292	1.88						
3280	8/25/2014 15:45	15.3402	43.8		14.5294	1.87						
3281	8/25/2014 16:00	15.3454	43.8		14.5306	1.88						
3282	8/25/2014 16:15	15.3533	43.8		14.5341	1.89						
3283	8/25/2014 16:30	15.3506	43.8		14.5319	1.89						
3284	8/25/2014 16:45	15.3559	43.8		14.5341	1.90						
3285	8/25/2014 17:00	15.3637	43.8		14.5332	1.92						
3286	8/25/2014 17:15	15.3663	43.8		14.5335	1.92						
3287	8/25/2014 17:30	15.3818	43.8		14.5352	1.95						
3288	8/25/2014 17:45	15.3663	43.8		14.5322	1.92						
3289	8/25/2014 18:00	15.3663	43.8		14.5312	1.93						
3290	8/25/2014 18:15	15.3792	43.8		14.5313	1.96						
3291	8/25/2014 18:30	15.374	43.8		14.5338	1.94						
3292	8/25/2014 18:45	15.3741	44.0		14.5384	1.93						
3293	8/25/2014 19:00	15.3715	44.0		14.541	1.92						
3294	8/25/2014 19:15	15.3872	44.2		14.5402	1.95						
3295	8/25/2014 19:30	15.3794	44.2		14.5389	1.94						
3296	8/25/2014 19:45	15.3872	44.2		14.5399	1.96						
3297	8/25/2014 20:00	15.3924	44.2		14.5448	1.96						
3298	8/25/2014 20:15	15.3926	44.4		14.5451	1.96						
3299	8/25/2014 20:30	15.3926	44.4		14.5445	1.96						
3300	8/25/2014 20:45	15.4004	44.6		14.5492	1.96						
3301	8/25/2014 21:00	15.4135	44.7		14.5479	2.00						
3302	8/25/2014 21:15	15.403	44.7		14.5509	1.97						
3303	8/25/2014 21:30	15.4136	44.9		14.5519	1.99						
3304	8/25/2014 21:45	15.4136	44.9		14.5508	1.99						
3305	8/25/2014 22:00	15.4265	44.9		14.5564	2.01						
3306	8/25/2014 22:15	15.4317	44.9		14.5619	2.01						
3307	8/25/2014 22:30	15.4343	44.9		14.5614	2.01						
3308	8/25/2014 22:45	15.4345	45.1		14.5634	2.01						
3309	8/25/2014 23:00	15.4423	45.1		14.5654	2.02						
3310	8/25/2014 23:15	15.4423	45.1		14.567	2.02						
3311	8/25/2014 23:30	15.4449	45.1		14.569	2.02						
3312	8/25/2014 23:45	15.4604	45.1		14.5725	2.05						
3313	8/26/2014 0:00	15.4578	44.9	43.1	14.5737	2.04	1.85					
3314	8/26/2014 0:15	15.4707	44.9		14.5753	2.07						
3315	8/26/2014 0:30	15.4864	44.9		14.5767	2.10						
3316	8/26/2014 0:45	15.4812	44.7		14.5802	2.08						
3317	8/26/2014 1:00	15.4707	44.7		14.5838	2.05						
3318	8/26/2014 1:15	15.4812	44.7		14.5853	2.07						
3319	8/26/2014 1:30	15.4784	44.6		14.585	2.06						
3320	8/26/2014 1:45	15.5044	44.6		14.5886	2.11						
3321	8/26/2014 2:00	15.5044	44.4		14.5901	2.11						
3322	8/26/2014 2:15	15.4964	44.2		14.5895	2.09						
3323	8/26/2014 2:30	15.4938	44.2		14.5934	2.08						
3324	8/26/2014 2:45	15.5069	44.0		14.5951	2.10						
3325	8/26/2014 3:00	15.499	44.0		14.5922	2.09						
3326	8/26/2014 3:15	15.491	43.8		14.598	2.06						
3327	8/26/2014 3:30	15.5119	43.8		14.5979	2.11						
3328	8/26/2014 3:45	15.5092	43.6		14.5976	2.10						
3329	8/26/2014 4:00	15.5092	43.5		14.6017	2.09						
3330	8/26/2014 4:15	15.5143	43.3		14.5994	2.11						
3331	8/26/2014 4:30	15.5116	43.3		14.6052	2.09						
3332	8/26/2014 4:45	15.5193	43.1		14.6086	2.10						
3333	8/26/2014 5:00	15.5193	42.9		14.6085	2.10						
3334	8/26/2014 5:15	15.5166	42.7		14.6097	2.09						
3335	8/26/2014 5:30	15.5243	42.5		14.6111	2.11						
3336	8/26/2014 5:45	15.5086	42.4		14.613	2.07						
3337	8/26/2014 6:00	15.5241	42.2		14.6086	2.11						
3338	8/26/2014 6:15	15.5112	42.2		14.6121	2.07						
3339	8/26/2014 6:30	15.5163	42.0		14.6139	2.08						
3340	8/26/2014 6:45	15.524	41.8		14.6159	2.10						
3341	8/26/2014 7:00	15.5135	41.6		14.6179	2.07						
3342	8/26/2014 7:15	15.5134	41.4		14.6199	2.06						
3343	8/26/2014 7:30	15.5031	41.4		14.6199	2.04						
3344	8/26/2014 7:45	15.5055	41.3		14.6223	2.04						
3345	8/26/2014 8:00	15.5029	41.3		14.6205	2.04						
3346	8/26/2014 8:15	15.5028	41.1		14.6252	2.02						
3347	8/26/2014 8:30	15.4873	41.1		14.6262	1.99						
3348	8/26/2014 8:45	15.4716	41.1		14.6278	1.95						
3349	8/26/2014 9:00	15.4794	41.1		14.6292	1.96						
3350	8/26/2014 9:15	15.4845	40.9		14.6281	1.98						
3351	8/26/2014 9:30	15.4638	40.9		14.6271	1.93						
3352	8/26/2014 9:45	15.4768	40.9		14.632	1.95						
3353	8/26/2014 10:00	15.4612	40.9		14.6275	1.92						
3354	8/26/2014 10:15	15.469	41.1		14.6288	1.94						
3355	8/26/2014 10:30	15.4613	41.1		14.6321	1.91						
3356	8/26/2014 10:45	15.4587	41.1		14.636	1.90						
3357	8/26/2014 11:00	15.4484	41.3		14.6349	1.88						
3358	8/26/2014 11:15	15.4406	41.3		14.6362	1.86						
3359	8/26/2014 11:30	15.4458	41.4		14.6375	1.87						
3360	8/26/2014 11:45	15.438	41.4		14.6363	1.85						
3361	8/26/2014 12:00	15.4407	41.6		14.641	1.85						
3362	8/26/2014 12:15	15.4303	41.6		14.6397	1.82						
3363	8/26/2014 12:30	15.4303	41.6		14.6426	1.82						
3364	8/26/2014 12:45	15.42	41.8		14.6434	1.79						
3365	8/26/2014 13:00	15.4304	41.8		14.6436	1.82						
3366	8/26/2014 13:15	15.4278	42.0		14.6459	1.80						
3367	8/26/2014 13:30	15.3966	42.0		14.6465	1.73						
3368	8/26/2014 13:45	15.3994	42.2		14.6445	1.74						
3369	8/26/2014 14:00	15.4097	42.2		14.6445	1.77						
3370	8/26/2014 14:15	15.4072	42.4		14.6448	1.76						
3371	8/26/2014 14:30	15.3969	42.5		14.6421	1.74						
3372	8/26/2014 14:45	15.3969	42.7		14.6437	1.74						
3373	8/26/2014 15:00	15.3866	42.9		14.6436	1.71						
3374	8/26/2014 15:15	15.3866	42.9		14.643	1.72						
3375	8/26/2014 15:30	15.384	42.9		14.6439	1.71						
3376	8/26/2014 15:45	15.3737	43.1		14.6453	1.68						
3377	8/26/2014 16:00	15.3815	43.3		14.6446	1.70						
3378	8/26/2014 16:15	15.3634	43.3		14.6459	1.66						
3379	8/26/2014 16:30	15.3712	43.3		14.6456	1.67						
3380	8/26/2014 16:45	15.3557	43.5		14.6448	1.64						
3381	8/26/2014 17:00	15.3609	43.5		14.6436	1.66						
3382	8/26/2014 17:15	15.3557	43.5		14.6439	1.64						
3383	8/26/2014 17:30	15.3531	43.5		14.6433	1.64						
